评论时间,IP,用户ID,昵称,评论,评分,lr_probabilities,nn_probabilities,combined_probabilities,sentiment
1681030469,安徽,31979968,206****056,老君山在离洛阳170多公里的栾川县城，进景区后可以坐两段索道（票价130+80，喜欢爬山的忽略）直接上到十里画屏，再爬一个多小时就可以到顶，有壮观的金殿和道教建筑群。这个季节山顶风吹着还是很冷的，建议带件厚点的外套。金殿六点亮灯，可惜太阳落山比较晚，拍不出亮灯的效果，因为最后一班下山索道时间是7点，等到6点50不得不往下返回，下山有快速路，十分钟左右即可到峰林索道，然后一路下去即可。到山脚下的时候7点半，天已完全暗了，如果可以晚下来十五分钟，一定能拍到想要的照片，可惜了！以后夏天再来，可以选择住山顶,5,[0.56357984 0.43642016],[0.6704942 0.3295058],[0.60634559 0.39365442],-1
1663642813,江苏,214417784,朱朱Hello,老君山还是值得一游的，精华景区都在山顶部分，雄伟壮丽的道观群，金殿，玉皇顶，亮宝台，三个金顶，熠熠生辉，整个建筑群搭配合理，晚上灯光一亮，用无人机一拍，太棒了！,4,[0.01625319 0.98374681],[0.02866018 0.9713398 ],[0.02121599 0.97878403],1
1662961647,上海,163685570,遇见美景，快乐欣赏,老君山原名景室山，位于河南省洛阳市栾川县七里坪村21组 。老君山相传是道教始祖李耳（老子）的归隐修炼之地，北魏时在山中建庙纪念，后来被封为“天下名山”。老君山景区集自然景观与道教文化于一身，以其雄险奇秀闻名天下。,5,[0.00144943 0.99855057],[0.00467396 0.99532604],[0.00273924 0.99726076],1
1631001610,未知,268104261,206****586,第一天行程安排：早上10:26武汉火车站至洛阳龙门站G640，全程2小时38分。建议抵达洛阳龙门站后简单午饭，租车直奔老君山。 第二天行程安排：民宿早饭后步行至二级索道入口乘索道至顶，因为早上时间充沛，不要选择走隧道，选择走左边十里画屏线路，可看老君山绝美精髓，路虽绕远，但坡不陡，可慢慢欣赏慢慢拍照，早上10点前是拍照黄金时间，要把握。最后抵达老君山标志性建筑“金殿”，有大片休息区域可供休息。 中午或下午视时间乘坐返程索道下山，晚饭前抵达洛阳，宿龙门石窟景区附近。龙门石窟一定要夜游，晚上有灯光秀，关键是人少，拍照取景超奈斯。 第三天行程安排：早饭后赴少林寺，走盐洛高速，自驾1小时20分左右。少林寺不大，半天即可逛完，主要3个景点，先选择乘坐景区内电瓶车至塔林，游玩后步行回走至少林寺，之后再步行回走至表演馆看少林武术表演，也可不看表演直接坐电瓶车返程。 下午返程，可选择路过白马寺游玩。 晚饭后夜游洛阳古城。,5,[0.00954974 0.99045026],[0.04978859 0.9502114 ],[0.02564528 0.97435473],1
1624668105,未知,5502251,137****9525,我们去的时候阴雨天，上午雾蒙蒙什么都看不见，等到下午云散的时候，真的太美了，一定要在山顶守着，这样才能看到壮丽的云海和辉煌的金殿。景色很美的地方，值得去！图片视频都是苹果原相机无滤镜，真实的老君山就是这样美！,5,[0.00229756 0.99770244],[0.0073632 0.9926368],[0.00432382 0.9956762 ],1
1603504407,未知,283945322,M30****2369,我为老君山发力！一行人人，我们是徒步上山的，一路游玩到山顶都是下午五点了，山水特别冷，但是景色特别好，我们找了一块露营点，开火做饭拉，吃饭喝酒白酒聊天，一觉醒来，山顶的风景美包包，太震撼了，烟雾迎面扑来，大家都开心，拿起手机不停的拍拍，好好玩了！,5,[0.00224368 0.99775632],[0.02465522 0.9753448 ],[0.0112083 0.9887917],1
1600705289,未知,228513416,205****555,洛阳行就是为了老君山而去的。 果然不会让人失望。 提前在某红书上做好了攻略 立刻携程上面订到了网红的东篱民宿。 开心～洛阳的物价真的真的真的便宜！！ 性价比太高了。在老君山的东篱居每餐吃的简直了！！ 好吃不贵，价格实惠。 老君山建议有体力的朋友可以第二程不坐索道。我们坐了两层索道。下了索道后去十里画屏再登顶差不多用时接近三个小时。还是有点累的。十里画屏风景真的真的太好了。感叹呀～那么高陡峭的山峰上面怎么铺路上去了。天才啊！！海市蜃楼看到了更不虚此行了。,5,[0.48703075 0.51296925],[0.27975518 0.7202448 ],[0.40412052 0.5958795 ],0
1594892510,未知,41928503,社会颜色,老君山有两千多年道教文化历史，东周时期，因“守藏室史”李耳（著名的“老子”）到此归隐修炼，被道教尊为太上老君，北魏时在山中建庙纪念，唐贞观年间受到皇封，修建“铁顶老君庙”，唐太宗赐名为“老君山”，沿袭至今，成为道教主流全真派圣地。明万历十九年颁赐老君山道经诏谕，封为“天下名山”。现存庙宇中顶峰老君庙规模最大，有“南有武当金顶，北有老君铁顶”之说。2014年，老君山老子铜像被世界基尼斯总部输录为 “大世界基尼斯之最——世界最高的老子铜像”。,4,[1.82577962e-04 9.99817422e-01],[0.01119 0.98881],[0.00458555 0.99541445],1
1588406343,未知,31716921,淮河渔舟,地处秦岭东部伏牛山脉核心地段，以供奉老子暨太上老君及其道场，千年以来闻名遐迩。老君山核心部位奇峰林立，有老君悟道、观音画笔等，但真正的核心无非是顶峰上的老子道观，建在峭壁奇峰之上，三座鎏金建筑做统领，气度非凡。,5,[1.85611483e-05 9.99981439e-01],[0.00136119 0.9986388 ],[5.55613186e-04 9.99444381e-01],1
1554982774,未知,179233985,勇猛十温柔,洛阳有众多景点，龙门石窟、白马寺、关林、神舟牡丹园、中国国花园、丽景门古街，特别是老君山。牡丹开了大部分了。龙门石窟人太多了。 最好的是老君山，乘坐云景索道后，我们徒步登到了舍身崖，走左边百草坪栈道，然后一直沿着栈道走，欣赏十里画屏，最后走到太白坡后顺着栈道登顶。在悬崖绝壁上的栈道将近6公里，风景真的真的不错，最喜欢的景点就是老君山。,5,[0.00684406 0.99315594],[0.01207167 0.98792833],[0.0089351  0.99106491],1
1525545865,未知,171808896,晴朗的好日子,老君山值得来！ 关于门票：现场购买120元一个人，学生和60岁以上半价，70岁以上免费。网上可以提前1天预定购买，成人108元，半价54元。 个人建议：来老君山购买套票，这个套票包括门票120元+第一道索道（中灵/云景，两个索道往返价格一样，票通用）往返130元，网上提前一天购买一共228元，算下来几个人一起也省不少呢。至于第二段索道（峰林），我们是爬山上去的，下山现场买的索道票40元/人，如果买往返票价80元。 关于检票和自驾游停车收费：山下服务大厅可以兑换网上购买的门票，开进山里一路路，是第一次检票口，检票后进入老君山的景区标志建筑群，有老子的大金像的广场，此处分为左边老君山和右边追梦谷两条路，去往老君山方向，上索道处检票一次，此时如果你没有购买索道，可以补买索道票，每条索道上下两处都有购买索道票的售票窗口，很方便。门票有效期两天，如果你有两日游览计划，并且住宿出到景区第一道检票口之外，记得保留好门票，第二天入园还需检票。景区里很多宾馆可以选择入住，不用出去第一道检票口，所以我觉得2日的入园限制不是太大，只是你第二天再想上山，就再买一次索道票吧，这只是我觉得哈。我们第一天游览完了老君山景区，第二天去追梦谷景区，并没有人检票了。寨沟就没有去，不清楚呢。自驾游停车很方便，因为才过完五一小长假，景区人很少，开进去的时候不收钱，出景区第一道检票口的时候收了10元。 关于老君山景区的游览建议：我们先到了中灵索道，这个索道也是大家都推荐，必须往返乘坐的，可是此索道检修，所以我们就继续上行了一公里，乘坐了云景索道，我觉得云景索道特别棒，好高好漫长好舒服干净的索道，一路索道上山景色也很好，之前看到一些有志爬山者不坐第一段索道上下山的惨痛经历，说是没有什么景区观光路，只有消防紧急通道，爬起来很辛苦，个人亲身体验也觉得这个索道必须坐，值得坐，省去了3小时的爬山路，也可以饱览风光。乘坐第一道云景索道之后，望着眼前通往救苦寺那几百级台阶，也有点打退堂鼓，但还是一鼓作气爬上去了，上去之后就是有缓步台的盘山路，一直到峰林索道下站的这段爬山路不是很累，风景一般般，如果再到老君山，其实还是建议两道索道往返都购买的套票。峰林索道之后就是十里画屏了，盘山栈道在高山中盘旋，风景太美丽，果然秀压五岳的震撼之感。我们绕了一个大环型路线，看完了整个十里画屏，抵达了最高点2217米的伏牛山顶，当抵达,5,[0.59364613 0.40635387],[0.24101979 0.7589802 ],[0.45259559 0.54740441],0
1523023730,未知,6357900,蔻蔻鹿,老君山投资巨大，所以他们在景点布置时玩了个小心眼！我承认十里画廊很美很好看，悬空栈道很险很惊人，但是！他们在峰林缆车处一点提示也没有！！！无论你是走上去还是坐缆车上去，看到的都是十里画廊的介绍和指示牌，你都不知道金顶就在你头上，你都不知道从峰林缆车往上走就是金顶！！！误导大家都去走十里画廊！！！辛辛苦苦走了很久，心惊肉跳走了很久才发现自己走了个巨大的⭕，原来金顶就在你头顶！这点是我在大汗淋漓后得出最不爽的旅游体验！！！我不否认老君山景色美丽，服务周到，设施良好，就是在他们这个小心眼的设置上不满意！非常不满意，回来家这么多天了还是耿耿于怀，必须要告诉其他朋友们，如果你想看景色无可厚非，如果你只想登金顶也可以，但是景点故意错误引导就是他的不对了！！！！,5,[0.06253975 0.93746025],[0.5129778  0.48702222],[0.24271497 0.75728504],1
1507250077,未知,150075650,300****458,10月5日，我们一家开车去了老君山，第一印象就是景区非常干净，管理好。上午我们先登了老君山，十里画屏景色非常美，中午下山吃了一元午餐，很舒服。下午我们又登了追梦谷，虽然有些累，但也很值得，一路上水声不断，最后登到龙君瀑布，好壮观！这个景点值得推荐。,5,[0.00163908 0.99836092],[0.0036943 0.9963057],[0.00246117 0.99753884],1
1498430157,未知,100942816,jaleoljo,洛阳栾川老君山景色优美。性价比较高，可以选择下午上山，坐第一个大索道至中天门，然后步行上山。十里画坪是必看的，景色让人叹为观止。傍晚时分的金顶道观群在满天飞红的晚霞中格外壮观，金碧辉煌！如能碰上云海，真的是超值了！,5,[4.74707145e-04 9.99525293e-01],[0.00403756 0.99596244],[0.00189985 0.99810016],1
1486521858,未知,6800274,逝去的荣光,老君山全国有好几个，这个在洛阳栾川。从洛阳到栾川锦远汽车站基本是流水发车很方便，但是栾川到老君山售票处没车，打车基本得30左右，也可以坐客车的时候下在山门口下，走上去3攻击性左右就到大门口了。大门口到中灵索道处还有2公里路，可以走也可以坐观光车（5元）老君山门票网购90不算贵但是里面索道还分两节，都坐往返加起来得300，可不便宜啊。第一节索道（中灵）不坐你得走15公里盘山路，第二节（峰林）如果时间充裕可以不坐，从中天门到上面走1小时差不多。老君山景色的精华就在十里画廊，就是在上面的一个环线栈道景色比较开阔，天气好摄影还不错。可惜我当天雾霾严重……,5,[0.2844499 0.7155501],[0.22561955 0.77438045],[0.26091776 0.73908226],1
1465470223,未知,31879856,默默诅个咒,去年去过一次，下雨，什么景色也看不到，今年清明又去了一次。提前关注了微信，得到自驾游免费门票一张，从追梦谷爬上去的，由于带了小孩，爬了八个小时，正常应该是不需要这么久的，有些路段还是比较陡的。这次也下雨，不过由于四五点才到山上，比较晚了，天放晴了一会儿，可以看到美景，这么点景色已经可以想象天好的时候有多美了。清明时候山上还是很冷，树上有很多结冰。,5,[0.07721497 0.92278503],[0.09046888 0.9095311 ],[0.08251654 0.91748347],1
1448303623,未知,42623786,杨向南,太美了，人间仙境啊，去了两天，全程徒步，云海，佛光看了三次，太美了，刮风的时候，冰渣呼啦啦乱飞，太震撼了，有机会还去,5,[0.02387732 0.97612268],[0.0506261 0.9493739],[0.03457683 0.96542318],1
1631013194,未知,56589506,_WeCh****25968,河南省内该去的自然山水基本都去了，目前老君山是最无敌的，个人认为其壮美不亚于泰山，甚至赶上了华山的奇险，会再来的。,5,[0.02162581 0.97837419],[0.03309643 0.96690357],[0.02621406 0.97378594],1
1507332852,未知,28613865,Chrisyangy,很值得一去，金顶云海会让你赞叹祖国大好河山，不虚此行，第一段金陵索道往返130，其中上行70下行65，第二段可以徒步上金陵顶，然后坐索道下山单程40。,5,[0.00241645 0.99758355],[0.0135864 0.9864136],[0.00688443 0.99311556],1
1475413542,未知,42856025,文艺男青年,太美了，景色一流，特别的好，不愧是道教圣地，无论是朝拜还是旅游，真的是不可思议的，就好像人在云中一样，特别的美丽漂亮，就是有点远，一定要耐心，去顶端,5,[0.00150481 0.99849519],[0.00324196 0.99675804],[0.00219967 0.99780033],1
1735097316,云南,660875442,松旅记,值得一去真的很好玩，风景不错，美食就更不用说了,5,[2.79563247e-04 9.99720437e-01],[0.00211614 0.99788386],[0.0010142  0.99898582],1
1628516909,未知,428153,林中行者,老君山名不虚传，虽然相对五岳及其他名山来人说，老君山交通很是不便（没有铁路），但老君山绝对是值得去的，尤其是过了中天门，景色渐入佳境，沿栈道直上金顶，登伏牛山主峰，观中原大地，快哉！,5,[0.00244117 0.99755883],[0.01426452 0.9857355 ],[0.00717051 0.9928295 ],1
1516060122,未知,33154816,小李飞刀,伏牛山系三大主峰之一，海拔2200米以上，相传是老子修道的地方，山门有老子的巨型塑像，山顶的金顶虽然是新修的，但是气势恢宏，不次于武当山金顶。,4,[0.01783396 0.98216604],[0.01936096 0.98063904],[0.01844476 0.98155526],1
1693112621,上海,3332329,亦清169,倾慕老君山已久，远赴人间惊鸿宴，一览人间盛世颜，老君山上吃泡面已打卡。十里画廊人间仙境，提前。携程买大门票和索道来回票216可以节省14元，验票大门口很方便就进入，上山索道，云景和中灵可以，但是云景索道离第二索道，峰林索道会更近，少走很多路程。但是我们的民宿是在中灵所以我们选择中灵上下。上坡路大概走1公里，可以到中天门。继续二级峰林索道。出来后右边走十里画廊路程貌似少点，十里景色差不多。继续4次电梯到道观群。可以先去金顶，再去玉皇顶和亮宝台，两边比较高的塔，暑假人太多，两边塔都要排队，我们就去了亮宝台上面供奉的是财神爷😂，我来光顾他，希望他也能礼尚往来光顾我🤣。提前备好厚衣服我们用上了，没等7:30-8：00的亮灯，我们就下山了。,5,[0.52699278 0.47300722],[0.31551415 0.68448585],[0.44240134 0.55759868],0
1655718320,未知,396094,vivienvivien,老君山，原名景室山，位于 河南 省 洛阳 市 栾川 县城东南3千米处，是秦岭余脉八百里伏牛山脉的主峰，海拔2217米。东周时期，因“守藏室史”李耳（著名的“老子”）到此归隐修炼，被道教尊为太上老君，唐太宗赐名为“老君山”，沿袭至今，成为道教主流全真派圣地。,4,[0.0061259 0.9938741],[0.0236066 0.9763934],[0.01311818 0.98688184],1
1634137516,未知,149967407,Lyn 990929,老君山位于洛阳市栾川县七里坪村，这里是老子隐居的圣地，景区海拔较高，属于云山仙宫和中原绝顶。纵览景区，拥有壮美绮丽的风光，景色迷人，犹如画卷，这里时常云雾缭绕，拥有十分壮观的云海奇观，令人神往，令人留恋，令人痴迷。尤其是老君山的山顶，拥有十分壮观的道教建筑，被人们称之为金顶道观群，整个建筑气势恢宏，修筑水平令人折服，在整个道观群中，最为显眼的是金殿和玉皇顶，它们在阳光的照耀下，显得金光闪闪，光芒万丈，在形如流水的云海映衬下，更加显得仙境十足，场面美轮美奂，令人心旷神怡。整个景区陡峭险峻，峰峦叠嶂，尤其是当你步入十里画屏中，会彻底释放所有的压力，全身心地享受自然景色给自己带来的心灵净化和放松。,5,[8.10116100e-06 9.99991899e-01],[6.1845779e-04 9.9938154e-01],[2.52243808e-04 9.99747756e-01],1
1629274267,未知,84141970,穿白衬衣的薄荷星,航拍太上老君隐居修炼之地，洛阳老君山。  太上老君是道教创始人，传说太上老君在此修炼成仙，故而老君山也被称为道教圣地。  老君山山顶的道教建筑统称为金顶道观群，大多数都是明清时期建造的，整个建筑群建于千米山巅，修筑水平令人叹服。在金顶道观群中，金殿、亮宝台和玉皇顶是金顶打造的，从空中看特别显眼,5,[0.0074866 0.9925134],[0.00634176 0.99365824],[0.00702866 0.99297133],1
1621009257,未知,175657402,苦海无边，望不到岸,老君山，本名景室山，道教主流全真派圣地，位于河南省洛阳市栾川县城东南三公里处，老君山是秦岭余脉八百里伏牛山的主峰，海拔高达2200余米。被道教尊称为太上老君的李耳（即老子）曾在此山修炼，唐太宗因此将景室山改名为老君山。 老君山自北魏以来，是周边各郡香客朝拜要地，其山顶的太清观也是始建于北魏。老君山是国家AAAAA级景区、国家级自然保护区、世界地质公园、国家地质公园，是秦岭余脉八百里伏牛山的主峰，海拔2297米。,5,[0.0064312 0.9935688],[0.01437837 0.98562163],[0.00961007 0.99038995],1
1542285109,未知,37294653,观音莲,老君山在河南洛阳的栾川县，是传说中老子归隐和登天的地方，是八百里伏牛山的主峰，海拔2217米，有十里画廊、峰林仙境、金顶、老君庙、亮宝台、救苦殿等景点，我们山顶住了一晚，看了美丽日出日落，是一次比较满意的旅游。,5,[0.00186531 0.99813469],[0.01179641 0.9882036 ],[0.00583775 0.99416225],1
1485704769,未知,44833433,远航,洛阳栾川老君山是道教全真派之圣地，同时是秦岭八百里伏牛山的主峰，约海拔2200米左右，太上老君(李耳)曾在此修炼，李世民故因此改名为老君山。 如果要是全程徒步的话至少需要两天时间（冬季不建议徒步，山风大，而且晚上不能没有能提供住宿的宾馆），索道有两段并且分段计费，往返大概200出头，下了索道大概徒步有两个半小时至三个小时左右的路程，索道是18点左右停运，所以要计划好时间，山顶的道观群是最后一个景点，金碧辉煌的，建议前往，此次旅行是借春节放假，但是这里的景色确实宜人，计划5月份再来，并将推荐给朋友,5,[0.41829558 0.58170442],[0.2958325 0.7041675],[0.36931035 0.63068964],1
1671637056,广东,1268562,锴kai10,笔者从中央电视台的广告里看到了河南洛阳的老君山，被它山顶上的金殿所吸引，于上星期实现了自己的愿望，去了老君山。被它的自然景观和人文景观所吸引。非常值得再次去。,5,[0.00878075 0.99121925],[0.02825189 0.9717481 ],[0.0165692  0.98343081],1
1729997059,日本,565825594,谢谢你関注我点赞,如果不想逛十里畫廊的建議大家可以直接上了山之後右拐，往老君山下來出口的方向去，就可以省掉很多的路程，直接登上老君山。,5,[0.32171872 0.67828128],[0.19894308 0.8010569 ],[0.27260846 0.72739154],1
1496159396,未知,92286375,M36****028,去的那两天天气特别好，景色很美。第一个索道特别值得买，第二个索道可以买单程，下山的时候买。觉得两天都没有玩够，晚上可以住在景区里，有农家院，晚上会有点冷。,5,[0.02580547 0.97419453],[0.09251696 0.90748304],[0.05249006 0.94750993],1
1455083109,未知,18758239,寓理帅气,山高路险，峰峦碟符，景色秀丽，空气清新，超凡脱俗，更是老子（太上老君）成仙之处所以值得一游啊！,5,[6.87142694e-04 9.99312857e-01],[0.00260651 0.9973935 ],[0.00145489 0.99854512],1
1456669324,未知,42282425,看音乐听书,名气不大，景色远远超过意料，十里画屏一带美得不行，山顶的道观也是极为壮观，非常值得一去,5,[3.73113120e-05 9.99962689e-01],[8.5985661e-04 9.9914014e-01],[3.66329424e-04 9.99633671e-01],1
1729598226,河南,46263886,205****361,全程无推销，导游王柯服务很专业对待各散拼的游客讲解很细心，下次再到洛阳还会联系该导游,5,[0.00121792 0.99878208],[0.03377813 0.96622187],[0.014242   0.98575801],1
1724861209,山东,30283663,匿名用户,‌老君山，位于河南省洛阳市栾川县，是著名的道教圣地和风景名胜区。‌它不仅是八百里伏牛山的主峰，而且因其深厚的道教文化背景和壮丽的自然景观而闻名于世。老君山原名景室山，海拔2217米，因其独特的地理位置和丰富的历史文化，被誉为中国北方道教信众的拜谒圣地。,5,[0.00351832 0.99648168],[0.00897151 0.9910285 ],[0.0056996 0.9943004],1
1541032750,未知,106427734,_CFT01****4393354,强烈推荐，十里画屏是名副其实的十里画屏，一步一景，满眼风光，有机会必须再来一回。坐中灵索道上到半山腰，爬一截山（也有一截索道继续上到山上），然后就是在几座山腰间行走，云雾缭绕，峰林奇景，感觉这些语言都不足以描画，上几张图。,5,[2.08775950e-04 9.99791224e-01],[0.01083291 0.9891671 ],[0.00445843 0.99554157],1
1525248375,未知,18380843,彼岸花开双生,老君山目前的模式就是让人坐索道上山，从中灵索道、峰林索道上到一大半然后开始浏览十里画屏和金顶道观群。说实话十里画屏就是连绵的山脉，往下看层层叠叠的山峰和漫山遍野的绿植让人赏心悦目。下山完全步行下去，峰林索道那段路还好，下着山还可以游玩下风光，过了峰林索道再下山完全就是盘山公路，还是废弃的盘山公路，一直下坡急转弯，还有时时可见的落石和冲刷在路面上的沙土。建盘山公路肯定花费了不少钱，现在完全废弃了太可惜。上山路为什么不像上面好好修建一番，让人走山里面一边欣赏山景一边节省些时间。这种构造直接就是赤裸裸的必须买索道票。唉，景区好好规划下会吸引更多游客！4月30号晚上下的雨，5月1号坐索道时还看到了云海，值了！,4,[0.20415611 0.79584389],[0.31956786 0.68043214],[0.25032082 0.7496792 ],1
1507588872,未知,87276946,M58****204,"老天眷顾，本来洛阳天气预报是小雨，到了景区艳阳高照，都有点晒了。        坐索道上山，越往深处，精致越美。特别是十里画屏云海让人感觉如同在云端缥缈，仙境一般，真的是养心养眼。峰林突兀，或柱子一般，或雄浑壮观。往下看深不可测，往上看壁立千仞了，走在山腰上盘旋的栈道上，真的是既感叹大自然的鬼斧神工，又感叹人类的伟大！ 金顶的道观群远看金碧辉煌，登顶山风凛冽,云随风飘～ 总之值得一去i l",5,[0.00557678 0.99442322],[0.0074864 0.9925136],[0.00634063 0.99365937],1
1504316107,未知,18029815,e83****80,2016年8月，我报名参加了一个两日游来到洛阳栾川老君山游玩。老君山是一个很大的风景区，里面最漂亮的景色，就是在老君山山顶区域，这个区域，除非自己开车，不然一定要坐山顶缆车才能够到达。山上的温度，明显没有炎热的感觉，只有凉快。走过十里画屏就能到达山顶最宏伟的景色——金顶道观群。很佩服古人，居然可以把庙宇建在了那么高的地方。山上的天气也变化很快，有时候会看到阳光照射在金碧辉煌的庙宇上，有时候，又会一片大雾，把所有的东西都笼罩在模糊之中。不禁让人感叹，原来置身于一个仙境。,5,[0.00558193 0.99441807],[0.0056954 0.9943046],[0.00562732 0.9943727 ],1
1731827266,湖南,159667097,逄博博,金顶晚上的灯光，早上的日出一定要去看看,5,[0.50342091 0.49657909],[0.1142118 0.8857882],[0.34773727 0.65226273],1
1672637373,河南,173651196,xt****vie,十里画屏名不虚传，就是天气变化有点快，上午还是晴天，下午就起了大雾，正好可以看到两个天气的山，山在雾里也很漂亮。山上可以住宿，第二天早晨可以站在山顶看日出。听说冬季下雪来更漂亮。,5,[0.0048012 0.9951988],[0.04283077 0.95716923],[0.02001303 0.97998697],1
1548644891,未知,90218087,VCelia,如果用一个字来形容老君山那就是仙，如果用两个字来形容老君山那就是仙境，老君山是道教文化圣地，传说太上老君李耳曾在此修行，以金鼎，云海闻名天下，冬天的白云山虽有些冷，但也格外迷人。,5,[1.61933857e-04 9.99838066e-01],[0.00164491 0.9983551 ],[7.55124055e-04 9.99244870e-01],1
1738460296,河南,116747224,青山笑（思源喜悦时光）,景色美，可以拜太上老君，会当临绝顶！,5,[1.31854040e-04 9.99868146e-01],[0.00215054 0.99784946],[9.39326657e-04 9.99060679e-01],1
1496237577,未知,95917714,M22****7688,景色宜人。 参观了十里画屏、南天门、老君庙、道观群，我又来个追梦谷的小穿越。 整个行程7个多小时，感觉棒棒哒！ ✊,5,[8.53604297e-04 9.99146396e-01],[0.00531858 0.9946814 ],[0.0026396 0.9973604],1
1671888254,广东,1268562,锴kai10,这一组照片反映的是老君山最重要的人文景观，老君庙和金殿，这是老君山之灵魂所在。这是由一组道教建筑群组组成的建筑。加上殿前万历皇帝和康𤋮皇帝的牌碑，更加显得庄重典雅高贵大方,5,[3.26557653e-04 9.99673442e-01],[0.0020411 0.9979589],[0.00101238 0.99898764],1
1732797505,江苏,400462932,M34****5172,老君山，门票100元，超值！景色绝美，特别是十里画屏和金顶，云雾缭绕，宛如仙境。游玩感受很棒，就是爬山有点累，但看到美景一切都值了。亮点是日出和云海，建议住一晚，第二天早起看，绝对不虚此行！,3,[0.0013435 0.9986565],[0.00473535 0.99526465],[0.00270024 0.99729976],1
1497104727,未知,4367766,萌小咪,值得一去的地方 风景好 离洛阳市区一百多公里 在栾川那边 还是方便 景区管理不错的 山本来很陡峭的 景区规划了一下 修了栈道就感觉很平顺了 而且景点都能看到了 景区也有索道 总得来说 很不错的,5,[0.05691051 0.94308949],[0.04832089 0.9516791 ],[0.05347466 0.94652534],1
1652507174,未知,175657402,苦海无边，望不到岸,公布！我国首批！  近日，中国气象服务协会公布了我国首批15个“天气气候景观观赏地”。  河南省栾川县老君山云海（云海景观）光荣入列！,5,[0.08881034 0.91118966],[0.24064875 0.75935125],[0.1495457  0.85045429],1
1627901789,未知,156186162,Sky凌浩,真的有时候给自己一场说走就走的旅行实在是太幸福了。 放下所有的压力，全身心的享受自然景色带给自己心灵的净化和放松。 一个人有时候虽孤单，但是也很美好。,5,[7.35406244e-06 9.99992646e-01],[8.0746412e-04 9.9919254e-01],[3.27398104e-04 9.99672596e-01],1
1606352332,未知,177595860,M60****422,老君山是一座比较清秀高峻的山。这也是我第1次来老君山，给我留下了深刻的印象，山清水秀，景美。唯一的就是老君山海拔比较高，需要提前查看天气，最好能在晴天的时候登峰顶来一看金殿的辉煌气势。,5,[1.03394495e-04 9.99896606e-01],[0.00932276 0.99067724],[0.00379114 0.99620886],1
1489882183,未知,56093917,M37****042,很不错，第一次去还遇见了雪景，中午十点多的到的，坐中灵索道上下的，下了索道之后，走在满是雪景的小路上，也是别有一番滋味，如果有机会还会选择再次来,4,[2.03255651e-04 9.99796744e-01],[0.00211954 0.99788046],[9.69769858e-04 9.99030236e-01],1
1734059071,河北,331267118,M47****2273,大概还可以就是物价贵点，需要早点预约门票,5,[0.0257391 0.9742609],[0.08479637 0.91520363],[0.04936201 0.95063799],1
1730024384,河北,222719484,月月旅行记录,这地方真心不错，自然风光没得说，尤其是山顶的云海和日出，美到让人不想走。 山上的道教文化氛围也很浓，可以感受到那种仙风道骨的韵味。   不过，得提个醒，山上温差大，记得带件外套，别像我一样冻得瑟瑟发抖。 如果想看日出，建议在山顶的青旅住一晚，半夜爬山太累还不一定能赶上。 山上的吃的有点小贵，但考虑到运输成本，也能理解。  性价比方面，门票价格还算合理，就是索道费用有点肉疼，但考虑到能省下不少脚力，也值了。 总的来说，老君山是个值得一去的地方，无论是对自然风光还是对文化历史感兴趣的朋友，都能在这里找到乐趣。,5,[0.00580075 0.99419925],[0.00970393 0.99029607],[0.00736202 0.99263798],1
1713197196,河南,59074711,_WeCh****82526,一级索道（带门票220元）+二级索道（往返80元）+扶梯（40元只有上行）+滑梯（20元下行，也可以步行，我个人喜欢滑梯），非常完美的旅程。景色宜人，香火旺（大香30，点灯100），性价比挺高的，适合体力差的我们，哈哈哈。还有无人机拍摄视频，80元，也挺好的，来一次留个纪念。对了，索道入口的甜啦啦性价比超高，11块钱，一大杯，味道还不错。温馨提示：最好错峰出行，索道排队人很多，门票要提前网上约。,5,[0.04791113 0.95208887],[0.04754579 0.9524542 ],[0.047765 0.952235],1
1692533707,河南,545759537,M57****7069,老君山景区相传是道教始祖李耳（老子）的归隐修炼之地，北魏时在山中建庙纪念，后来被封为“天下名山”，历来香火旺盛。山中树木茂盛，风景如画，处处都能看到山泉。金秋时分，这里更是周边地区赏红叶的不二之选。雨后的老君山，云雾环绕在各个山峰中，犹如天上仙境。,5,[2.51456702e-04 9.99748543e-01],[0.00115645 0.99884355],[6.13453766e-04 9.99386540e-01],1
1672590969,河南,200334744,V~成功,2023年1月1日，全天共上山三万多人，下午五点左右半山腰以上全部堵死，要不是打电话给110、114、12345投诉的人多，景区还在往上上客，七点左右在人民警察的指挥下和景区内部人员的协调下，金顶一直开灯、索道一直开至最后一名游客的离开，总体来说体验感还是可以，值得一去，就是很累爬山，而且今天下大雪，路面结冰，路是非常不好走，但还是推介值得一来的地方,5,[0.62446913 0.37553087],[0.37101388 0.6289861 ],[0.52308703 0.47691297],0
